Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLabel,JobSatisfactionLabel,EnvironmentSatisfactionLabel,RelationshipSatisfactionLabel,WorkLifeBalanceLabel,JobInvolvementLabel,PerformanceRatingLabel,income_percentile_in_level,AttritionRiskScore,RiskTier,AgeBand,TenureBand
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1541,2,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Yes,25,4,2,1,12,4,3,11,10,5,7,College,3-High,2-Medium,2-Medium,3-Better,High,Outstanding,0.2541436464088398,65.0,High,26-35,5-10+ yrs
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1542,3,Male,68,2,1,Laboratory Technician,2,Married,4841,24052,4,No,14,3,2,1,4,3,3,1,0,0,0,Bachelor,2-Medium,3-High,2-Medium,3-Better,Medium,Excellent,0.990791896869245,33.8,Medium,36-45,1-<1 yr
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,No,17,3,1,0,10,2,3,10,8,3,7,Bachelor,4-Very High,1-Low,1-Low,3-Better,High,Excellent,0.15730337078651685,32.9,Medium,36-45,4-5-10 yrs
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,No,13,3,3,1,9,3,3,7,7,0,7,Below College,1-Low,3-High,3-High,3-Better,Low,Excellent,0.9831460674157303,42.7,Medium,26-35,4-5-10 yrs
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1545,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,No,13,3,4,0,5,2,3,5,3,0,2,Bachelor,2-Medium,4-Very High,4-Very High,3-Better,Medium,Excellent,0.1760299625468165,42.0,Medium,26-35,3-3-5 yrs
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1546,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3,Bachelor,4-Very High,4-Very High,4-Very High,3-Better,High,Outstanding,0.15377532228360957,28.5,Low,36-45,3-3-5 yrs
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1547,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Yes,14,3,3,1,24,3,1,20,8,13,9,Bachelor,4-Very High,4-Very High,3-High,1-Bad,High,Excellent,0.536697247706422,72.1,Critical,36-45,5-10+ yrs
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1548,1,Male,47,3,2,Sales Executive,1,Married,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1,College,1-Low,1-Low,4-Very High,4-Best,High,Excellent,0.5608614232209738,46.1,Medium,36-45,4-5-10 yrs
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1549,2,Male,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Yes,12,3,2,1,15,3,3,15,14,5,7,Master,3-High,2-Medium,2-Medium,3-Better,High,Excellent,0.449438202247191,63.0,High,26-35,5-10+ yrs
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1550,3,Male,38,3,4,Manager,4,Single,16437,17381,1,Yes,21,4,4,0,21,2,3,21,7,7,7,College,4-Very High,3-High,4-Very High,3-Better,High,Outstanding,0.5660377358490566,59.8,High,36-45,5-10+ yrs
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,No,14,3,2,3,2,3,3,1,1,0,0,College,1-Low,3-High,2-Medium,3-Better,Medium,Excellent,0.24493554327808473,46.3,Medium,18-25,1-<1 yr
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1552,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,College,4-Very High,4-Very High,3-High,3-Better,High,Excellent,0.08426966292134831,57.2,High,36-45,2-1-3 yrs
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1553,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,No,12,3,1,3,10,4,3,10,8,7,7,Master,2-Medium,1-Low,1-Low,3-Better,High,Excellent,0.09174311926605505,49.6,Medium,36-45,4-5-10 yrs
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1554,2,Female,98,2,1,Sales Representative,3,Married,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2,Master,3-High,2-Medium,1-Low,3-Better,Medium,Outstanding,0.3572744014732965,41.2,Medium,26-35,3-3-5 yrs
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1555,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,No,12,3,1,1,12,2,3,7,1,2,5,College,2-Medium,4-Very High,1-Low,3-Better,Medium,Excellent,0.6647940074906367,40.1,Medium,26-35,4-5-10 yrs
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1556,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2,Master,4-Very High,3-High,4-Very High,2-Good,High,Outstanding,0.48066298342541436,55.4,High,36-45,2-1-3 yrs
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1557,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7,Master,3-High,3-High,3-High,3-Better,High,Excellent,0.7940074906367042,37.6,Medium,46-55,4-5-10 yrs
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1558,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0,Bachelor,3-High,3-High,1-Low,2-Good,Very High,Excellent,0.3775322283609576,31.2,Medium,26-35,1-<1 yr
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1560,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2,Master,1-Low,1-Low,4-Very High,1-Bad,High,Excellent,0.7827715355805244,47.7,Medium,26-35,2-1-3 yrs
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1562,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7,Bachelor,1-Low,2-Medium,4-Very High,3-Better,Medium,Excellent,0.9812734082397003,47.9,Medium,26-35,4-5-10 yrs
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1563,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,Master,3-High,3-High,3-High,3-Better,High,Excellent,0.700374531835206,29.5,Low,36-45,4-5-10 yrs
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1564,4,Male,68,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,Bachelor,1-Low,4-Very High,2-Medium,3-Better,Medium,Excellent,0.3738489871086556,46.5,Medium,26-35,2-1-3 yrs
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1568,3,Male,33,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3,Master,2-Medium,3-High,2-Medium,3-Better,High,Excellent,0.3853211009174312,37.6,Medium,26-35,3-3-5 yrs
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0,Bachelor,1-Low,1-Low,4-Very High,3-Better,High,Excellent,0.1141804788213628,68.9,High,26-35,1-<1 yr
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1572,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,1,34,4,3,33,7,1,9,Doctor,4-Very High,3-High,2-Medium,3-Better,Medium,Excellent,0.5412844036697247,29.8,Low,46-55,5-10+ yrs
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,Bachelor,2-Medium,3-High,1-Low,3-Better,High,Excellent,0.3445692883895131,38.1,Medium,36-45,3-3-5 yrs
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1574,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,Master,1-Low,4-Very High,2-Medium,2-Good,High,Excellent,0.09176029962546817,49.3,Medium,26-35,4-5-10 yrs
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1576,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,Master,1-Low,3-High,4-Very High,2-Good,High,Excellent,0.31031307550644566,56.1,High,46-55,4-5-10 yrs
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1577,1,Male,35,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,Master,4-Very High,1-Low,3-High,1-Bad,High,Excellent,0.6832412523020258,30.7,Medium,26-35,1-<1 yr
55,No,Travel_Rarely,685,Sales,26,5,Marketing,1578,3,Male,60,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,Doctor,4-Very High,3-High,3-High,3-Better,Medium,Outstanding,0.7536231884057971,29.2,Low,46-55,5-10+ yrs
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1580,2,Male,45,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,Master,4-Very High,2-Medium,2-Medium,2-Good,High,Excellent,0.5683520599250936,31.1,Medium,26-35,2-1-3 yrs
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1581,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,Bachelor,4-Very High,1-Low,1-Low,3-Better,High,Outstanding,0.09944751381215469,29.0,Low,26-35,1-<1 yr
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1582,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,Bachelor,2-Medium,3-High,4-Very High,3-Better,High,Excellent,0.9925093632958801,40.6,Medium,36-45,4-5-10 yrs
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1583,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,Bachelor,2-Medium,2-Medium,2-Medium,4-Best,High,Excellent,0.13108614232209737,36.4,Medium,36-45,2-1-3 yrs
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,Master,3-High,2-Medium,1-Low,3-Better,High,Excellent,0.8876404494382022,26.1,Low,36-45,1-<1 yr
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,Below College,1-Low,2-Medium,4-Very High,3-Better,High,Excellent,0.9779005524861878,61.7,High,26-35,4-5-10 yrs
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1587,1,Female,51,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,Master,3-High,1-Low,3-High,3-Better,High,Excellent,0.7153558052434457,52.8,High,26-35,3-3-5 yrs
39,No,Travel_Rarely,1462,Sales,6,3,Medical,1588,4,Male,38,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,Bachelor,3-High,4-Very High,1-Low,3-Better,Very High,Excellent,0.23853211009174313,39.4,Medium,36-45,4-5-10 yrs
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,Below College,4-Very High,1-Low,4-Very High,4-Best,High,Excellent,0.9606741573033708,18.1,Low,26-35,4-5-10 yrs
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1591,3,Male,59,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,Bachelor,3-High,3-High,3-High,3-Better,High,Excellent,0.5797101449275363,54.2,High,46-55,1-<1 yr
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1592,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,Bachelor,3-High,4-Very High,4-Very High,3-Better,Very High,Excellent,0.11141804788213629,33.1,Medium,18-25,2-1-3 yrs
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,Master,1-Low,1-Low,4-Very High,3-Better,Very High,Excellent,0.5898876404494382,60.4,High,36-45,2-1-3 yrs
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1595,4,Male,93,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,College,4-Very High,4-Very High,4-Very High,3-Better,Medium,Outstanding,0.7681159420289855,26.1,Low,36-45,1-<1 yr
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1596,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,Bachelor,3-High,2-Medium,4-Very High,2-Good,Very High,Excellent,0.03932584269662921,43.6,Medium,26-35,4-5-10 yrs
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1597,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,Master,3-High,4-Very High,2-Medium,2-Good,Medium,Excellent,0.4044943820224719,49.0,Medium,26-35,4-5-10 yrs
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1598,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,College,1-Low,4-Very High,3-High,3-Better,High,Excellent,0.2818352059925094,43.7,Medium,36-45,3-3-5 yrs
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,Bachelor,2-Medium,4-Very High,3-High,3-Better,Very High,Excellent,0.992633517495396,26.3,Low,36-45,4-5-10 yrs
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,College,4-Very High,3-High,4-Very High,2-Good,Medium,Excellent,0.5119705340699816,32.4,Medium,26-35,1-<1 yr
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1602,4,Male,56,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,Master,1-Low,4-Very High,2-Medium,1-Bad,Very High,Excellent,0.8962264150943396,39.8,Medium,46-55,5-10+ yrs
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,Bachelor,2-Medium,3-High,3-High,3-Better,High,Excellent,0.34990791896869244,61.5,High,26-35,1-<1 yr
22,No,Non-Travel,457,Research & Development,26,2,Other,1605,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,College,3-High,2-Medium,2-Medium,2-Good,Medium,Excellent,0.6040515653775322,63.0,High,18-25,3-3-5 yrs
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,Doctor,3-High,2-Medium,3-High,3-Better,High,Excellent,0.018867924528301886,74.8,Critical,46-55,5-10+ yrs
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,Master,4-Very High,2-Medium,4-Very High,3-Better,Very High,Excellent,0.7771639042357275,18.5,Low,26-35,2-1-3 yrs
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,Bachelor,4-Very High,2-Medium,4-Very High,2-Good,High,Excellent,0.3333333333333333,56.9,High,36-45,5-10+ yrs
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,Bachelor,2-Medium,2-Medium,2-Medium,2-Good,Medium,Excellent,0.15653775322283608,47.4,Medium,26-35,4-5-10 yrs
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,Doctor,1-Low,3-High,1-Low,3-Better,Low,Excellent,0.6451310861423221,72.5,Critical,36-45,4-5-10 yrs
45,No,Non-Travel,336,Sales,26,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,Bachelor,1-Low,1-Low,1-Low,3-Better,Medium,Excellent,0.1947565543071161,52.8,High,36-45,4-5-10 yrs
31,No,Travel_Frequently,715,Sales,2,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,Master,1-Low,4-Very High,4-Very High,3-Better,High,Excellent,0.49812734082397003,40.0,Medium,26-35,3-3-5 yrs
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,Master,3-High,3-High,2-Medium,3-Better,High,Excellent,0.29213483146067415,58.6,High,36-45,2-1-3 yrs
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,Master,4-Very High,3-High,1-Low,3-Better,Very High,Excellent,0.3061797752808989,33.7,Medium,26-35,4-5-10 yrs
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,Master,1-Low,3-High,4-Very High,2-Good,High,Excellent,0.7532228360957642,42.7,Medium,46-55,4-5-10 yrs
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,Doctor,1-Low,2-Medium,4-Very High,3-Better,High,Excellent,0.5187265917602997,50.3,High,36-45,4-5-10 yrs
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,Bachelor,1-Low,4-Very High,1-Low,3-Better,Medium,Excellent,0.9447513812154696,39.3,Medium,26-35,4-5-10 yrs
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,Doctor,1-Low,2-Medium,4-Very High,3-Better,Very High,Excellent,0.45131086142322097,38.2,Medium,26-35,5-10+ yrs
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,Bachelor,1-Low,2-Medium,2-Medium,2-Good,Low,Outstanding,0.352059925093633,52.7,High,26-35,3-3-5 yrs
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,Below College,4-Very High,3-High,3-High,3-Better,High,Excellent,0.7255985267034991,25.7,Low,18-25,2-1-3 yrs
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,College,4-Very High,2-Medium,3-High,4-Best,High,Excellent,0.0423572744014733,50.8,High,18-25,1-<1 yr
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,Master,3-High,4-Very High,3-High,3-Better,High,Excellent,0.8260869565217391,28.2,Low,46-55,3-3-5 yrs
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,College,3-High,3-High,4-Very High,3-Better,Medium,Excellent,0.0299625468164794,38.5,Medium,36-45,4-5-10 yrs
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,Bachelor,3-High,1-Low,4-Very High,3-Better,Medium,Excellent,0.6284403669724771,47.5,Medium,36-45,5-10+ yrs
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,Master,3-High,3-High,4-Very High,3-Better,High,Excellent,0.10767790262172285,36.9,Medium,26-35,5-10+ yrs
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,Bachelor,3-High,3-High,1-Low,2-Good,High,Excellent,0.6423220973782772,32.3,Medium,36-45,3-3-5 yrs
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,Bachelor,3-High,1-Low,4-Very High,1-Bad,High,Excellent,0.398876404494382,43.0,Medium,36-45,4-5-10 yrs
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,College,4-Very High,4-Very High,1-Low,3-Better,Medium,Excellent,0.6479400749063671,31.8,Medium,36-45,4-5-10 yrs
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,College,3-High,4-Very High,4-Very High,4-Best,Medium,Excellent,0.1651376146788991,58.3,High,36-45,3-3-5 yrs
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,Bachelor,1-Low,4-Very High,3-High,3-Better,Medium,Excellent,0.5825688073394495,51.9,High,26-35,5-10+ yrs
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,Bachelor,2-Medium,2-Medium,1-Low,1-Bad,High,Excellent,0.9244935543278084,48.8,Medium,36-45,4-5-10 yrs
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,Bachelor,4-Very High,3-High,4-Very High,2-Good,High,Excellent,0.19724770642201836,61.3,High,36-45,3-3-5 yrs
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,Doctor,4-Very High,1-Low,3-High,3-Better,High,Excellent,0.6310861423220974,48.7,Medium,36-45,4-5-10 yrs
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,Doctor,4-Very High,3-High,2-Medium,3-Better,Medium,Outstanding,0.4056603773584906,32.7,Medium,46-55,2-1-3 yrs
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,College,4-Very High,1-Low,4-Very High,2-Good,Low,Excellent,0.5430711610486891,63.8,High,26-35,2-1-3 yrs
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,Below College,4-Very High,1-Low,3-High,3-Better,High,Excellent,0.8885819521178637,47.6,Medium,18-25,4-5-10 yrs
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,Bachelor,3-High,2-Medium,1-Low,3-Better,Very High,Excellent,0.8342541436464088,22.9,Low,26-35,2-1-3 yrs
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,Bachelor,4-Very High,4-Very High,3-High,2-Good,High,Excellent,0.44935543278084716,30.8,Medium,26-35,3-3-5 yrs
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,Bachelor,1-Low,1-Low,2-Medium,1-Bad,High,Excellent,0.1712707182320442,75.8,Critical,36-45,3-3-5 yrs
29,No,Travel_Rarely,469,Sales,10,3,Medical,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,Bachelor,3-High,3-High,3-High,3-Better,Medium,Excellent,0.6629213483146067,33.6,Medium,26-35,3-3-5 yrs
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,Master,1-Low,2-Medium,3-High,3-Better,High,Excellent,0.21559633027522937,42.8,Medium,36-45,2-1-3 yrs
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,Below College,3-High,4-Very High,3-High,3-Better,Very High,Excellent,0.44756554307116103,26.8,Low,18-25,4-5-10 yrs
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,Bachelor,2-Medium,4-Very High,3-High,3-Better,High,Outstanding,0.4794007490636704,36.7,Medium,36-45,3-3-5 yrs
